ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
O43766,"Lipoyl synthase, mitochondrial",LIAS,23958222,BC023635,O43766,LIAS_HUMAN,,LIAS,LIAS,HGNC:16429,Human,DB00166
Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",IARS2,"",AC103590,Q9NSE4,SYIM_HUMAN,,IARS2,IARS2,HGNC:29685,Human,DB00167
Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985,AY423045,Q8N0U8,VKORL_HUMAN,,VKORC1L1,VKORC1L1,HGNC:21492,Human,DB00170
O43272,"Proline dehydrogenase 1, mitochondrial",PRODH,2677802,U82381,O43272,PROD_HUMAN,,PRODH,PRODH,HGNC:9453,Human,DB00172
O43447,Peptidyl-prolyl cis-trans isomerase H,PPIH,2708309,AF016371,O43447,PPIH_HUMAN,,PPIH,PPIH,HGNC:14651,Human,DB00172
P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,181335,M60857,P23284,PPIB_HUMAN,,PPIB,PPIB,HGNC:9255,Human,DB00172; DB04447
P45877,Peptidyl-prolyl cis-trans isomerase C,PPIC,547304,S71018,P45877,PPIC_HUMAN,,PPIC,PPIC,HGNC:9256,Human,DB00172
Q13427,Peptidyl-prolyl cis-trans isomerase G,PPIG,1117968,U40763,Q13427,PPIG_HUMAN,,PPIG,PPIG,HGNC:14650,Human,DB00172
Q4W8W1,Pyrroline-5-carboxylate reductase,P5CR2,4960118,AF151351,Q4W8W1,Q4W8W1_HUMAN,,P5CR2,P5CR2,HGNC:30262,Human,DB00172
Q7L3T8,"Probable proline--tRNA ligase, mitochondrial",PARS2,39644604,BC007956,Q7L3T8,SYPM_HUMAN,,PARS2,PARS2,HGNC:30563,Human,DB00172
Q96EM0,Trans-L-3-hydroxyproline dehydratase,C14orf149,15082426,BC012131,Q96EM0,T3HPD_HUMAN,,C14orf149,C14orf149,HGNC:20488,Human,DB00172
Q96I59,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,39644781,BC007800,Q96I59,SYNM_HUMAN,,NARS2,NARS2,HGNC:26274,Human,DB00174
O75899,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,3776098,AJ012188,O75899,GABR2_HUMAN,,GABBR2,GABBR2,HGNC:4507,Human,DB00181; DB05010; DB08891; DB08892
P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,,CHRNA7,CHRNA7,HGNC:1960,Human,DB00184; DB00237; DB00241; DB00306; DB00312; DB00418; DB00463; DB00514; DB00599; DB00674; DB00794; DB00849; DB01174; DB01273; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB05708; DB05740; DB09028
Q14832,Metabotropic glutamate receptor 3,GRM3,1171564,X77748,Q14832,GRM3_HUMAN,,GRM3,GRM3,HGNC:4595,Human,DB05096
Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,6688136,AJ243342,Q9UGM1,ACHA9_HUMAN,,CHRNA9,CHRNA9,HGNC:14079,Human,DB00184; DB00674; DB05069; DB05137; DB05740; DB08837
P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,,GABRB1,GABRB1,HGNC:4081,Human,DB00231; DB00431; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01440; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,,GABRB3,GABRB3,HGNC:4083,Human,DB00231; DB00546; DB00592; DB00602; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB06716
P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,,GABRB2,GABRB2,HGNC:4082,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01381; DB01558; DB01559; DB01567; DB01588; DB01594; DB01595; DB06716
P20618,Proteasome subunit beta type-1,PSMB1,220026,D00761,P20618,PSB1_HUMAN,,PSMB1,PSMB1,HGNC:9537,Human,DB00188; DB07475; DB08515; DB08889
P28074,Proteasome subunit beta type-5,PSMB5,558526,D29011,P28074,PSB5_HUMAN,,PSMB5,PSMB5,HGNC:9542,Human,DB00188; DB07475; DB08515; DB08889
P49721,Proteasome subunit beta type-2,PSMB2,565649,D26599,P49721,PSB2_HUMAN,,PSMB2,PSMB2,HGNC:9539,Human,DB00188; DB07475; DB08515; DB08889
P03198,DNA polymerase catalytic subunit,BALF5,1334913,V01555,P03198,DPOL_EBVB9,,"","","",HHV-4,DB00194
Q16774,Guanylate kinase,GUK1,1196436,L76200,Q16774,KGUA_HUMAN,,GUK1,GUK1,HGNC:4693,Human,DB01972
Q9F0I5,Cycloinulo-oligosaccharide fructanotransferase,cft,12056574,AF222787,Q9F0I5,Q9F0I5_PAEMA,,"","","",Paenibacillus macerans,DB00638
Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,727223,Z46632,Q08493,PDE4C_HUMAN,,PDE4C,PDE4C,HGNC:8782,Human,DB00651; DB00920; DB01088; DB01656; DB01791; DB05219; DB05266
Q08289,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,,CACNB2,CACNB2,HGNC:1402,Human,DB00270; DB00381; DB00393; DB00401; DB00622; DB00653; DB00661; DB01023; DB01054; DB01115; DB01388; DB04855; DB06712
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,,CACNA1S,CACNA1S,HGNC:1397,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00653; DB00661; DB01023; DB01054; DB01115; DB01388; DB04855; DB04920; DB06712
O00305,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,,CACNB4,CACNB4,HGNC:1404,Human,DB00393; DB00661; DB01388; DB04855
O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,,CACNA1F,CACNA1F,HGNC:1393,Human,DB00393; DB00568; DB00661; DB01388; DB04855; DB04920
P54284,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,,CACNB3,CACNB3,HGNC:1403,Human,DB00393; DB00661; DB01388; DB04855
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,,CACNA1D,CACNA1D,HGNC:1391,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00622; DB00661; DB01023; DB01054; DB01115; DB01388; DB04855; DB04920; DB06712
Q27738,Dihydropteroate synthetase,"",505177,Z30658,Q27738,Q27738_PLAFA,,"","","",Plasmodium falciparum,DB00359; DB00664; DB01145; DB01299; DB06147; DB08798
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,1787642,U00096,P52647,NIFJ_ECOLI,,"","","",Escherichia coli (strain K12),DB00698
P20815,Cytochrome P450 3A5,CYP3A5,181346,J04813,P20815,CP3A5_HUMAN,,CYP3A5,CYP3A5,HGNC:2638,Human,DB01267
P10635,Cytochrome P450 2D6,CYP2D6,181350,M20403,P10635,CP2D6_HUMAN,,CYP2D6,CYP2D6,HGNC:2625,Human,DB01267
P16435,NADPH--cytochrome P450 reductase,POR,247307,S90469,P16435,NCPR_HUMAN,,POR,POR,HGNC:9208,Human,DB03147; DB03247; DB03461
Q13547,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,,HDAC1,HDAC1,HGNC:4852,Human,DB02546; DB05223; DB05651; DB05921
Q92769,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,,HDAC2,HDAC2,HGNC:4853,Human,DB00227; DB00277; DB00313; DB01223; DB01303; DB02546; DB05223; DB05651
O15379,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,,HDAC3,HDAC3,HGNC:4854,Human,DB02546; DB05223; DB05651
Q9UBN7,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,,HDAC6,HDAC6,HGNC:14064,Human,DB02546; DB05223
Q2M3G0,ATP-binding cassette sub-family B member 5,ABCB5,,AY090613,Q2M3G0,ABCB5_HUMAN,,ABCB5,ABCB5,HGNC:46,Human,DB04851
P10092,Calcitonin gene-related peptide 2,CALCB,,BC092468,P10092,CALCB_HUMAN,,CALCB,CALCB,HGNC:1438,Human,DB05760
P29371,Neuromedin-K receptor,TACR3,,M89473,P29371,NK3R_HUMAN,,TACR3,TACR3,HGNC:11528,Human,DB04872
P49356,Protein farnesyltransferase subunit beta,FNTB,,L00635,P49356,FNTB_HUMAN,,FNTB,FNTB,HGNC:3785,Human,DB04893; DB04960; DB06953; DB07216; DB07227; DB07752; DB07771; DB07780; DB07841; DB07895; DB08674; DB08676
P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,,L10413,P49354,FNTA_HUMAN,,FNTA,FNTA,HGNC:3782,Human,DB04893; DB06953; DB07216; DB07227; DB07752; DB07771; DB07780; DB07841; DB07895; DB08180; DB08674; DB08676
Q16665,Hypoxia-inducible factor 1-alpha,HIF1A,,U22431,Q16665,HIF1A_HUMAN,,HIF1A,HIF1A,HGNC:4910,Human,DB01136; DB02342; DB08687
P43115,Prostaglandin E2 receptor EP3 subtype,PTGER3,,S69200,P43115,PE2R3_HUMAN,,PTGER3,PTGER3,HGNC:9595,Human,DB00905; DB00917; DB00929
P51800,Chloride channel protein ClC-Ka,CLCNKA,,Z30643,P51800,CLCKA_HUMAN,,CLCNKA,CLCNKA,HGNC:2026,Human,DB04552
Q7K9G0,3-mercaptopyruvate sulfurtransferase,MST,,AJ313201,Q7K9G0,Q7K9G0_LEIMA,,,,,Leishmania major,DB02761; DB03352
P41146,Nociceptin receptor,OPRL1,,X77130,P41146,OPRX_HUMAN,,OPRL1,OPRL1,HGNC:8155,Human,DB01497; DB05492
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,,Z29090,P42336,PK3CA_HUMAN,,PIK3CA,PIK3CA,HGNC:8975,Human,DB00201; DB05240; DB05241; DB08059
O30527,PcrV,pcrV,,AF010149,O30527,O30527_PSEAI,,,,,Pseudomonas aeruginosa,DB05222
Q6GJI1,Methionine--tRNA ligase,metG,,BX571856,Q6GJI1,SYM_STAAR,,,,,Staphylococcus aureus (strain MRSA252),DB05224
P20292,Arachidonate 5-lipoxygenase-activating protein,ALOX5AP,,X52195,P20292,AL5AP_HUMAN,,ALOX5AP,ALOX5AP,HGNC:436,Human,DB04929; DB05225
O00459,Phosphatidylinositol 3-kinase regulatory subunit beta,PIK3R2,,X80907,O00459,P85B_HUMAN,,PIK3R2,PIK3R2,HGNC:8980,Human,DB01064; DB05210
Q92569,Phosphatidylinositol 3-kinase regulatory subunit gamma,PIK3R3,,D88532,Q92569,P55G_HUMAN,,PIK3R3,PIK3R3,HGNC:8981,Human,DB01064; DB05210
P78527,DNA-dependent protein kinase catalytic subunit,PRKDC,,U47077,P78527,PRKDC_HUMAN,,PRKDC,PRKDC,HGNC:9413,Human,DB00201; DB05210
P42345,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,,FRAP1,FRAP1,HGNC:3942,Human,DB00337; DB00877; DB01590; DB04974; DB05210; DB05241; DB06287
Q00653,Nuclear factor NF-kappa-B p100 subunit,NFKB2,,X61498,Q00653,NFKB2_HUMAN,,NFKB2,NFKB2,HGNC:7795,Human,DB01296; DB05212; DB05451; DB05464; DB05471; DB05487; DB05767
P0A0K8,DNA gyrase subunit B,gyrB,,X71437,P0A0K8,GYRB_STAAU,,,,,Staphylococcus aureus,DB01051
A6PZ59,Rhesus blood group D antigen,RHD,150246790,AM491130,A6PZ59,A6PZ59_HUMAN,,RHD,,GNC:10009,Human,DB05209
P00441,Superoxide dismutase [Cu-Zn],SOD1,,L44139,P00441,SODC_HUMAN,,SOD1,SOD1,HGNC:11179,Human,DB03382; DB05025
Q7DHH4,MecA,mecA,,AB063172,Q7DHH4,Q7DHH4_STAAU,,,,,Staphylococcus aureus,DB04918
P14677,Penicillin-binding protein 2x,pbpX,,AE005672,P14677,PBPX_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01150; DB04918
P0AD68,Peptidoglycan synthase FtsI,ftsI,,K00137,P0AD68,FTSI_ECOLI,,,,,Escherichia coli (strain K12),DB00267; DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01413; DB01415; DB01416; DB04918
Q9Y6K9,NF-kappa-B essential modulator,IKBKG,,AF062089,Q9Y6K9,NEMO_HUMAN,,IKBKG,IKBKG,HGNC:5961,Human,DB04998; DB05289
Q9HGT2,Cytosolic leucyl-tRNA synthetase,CDC60,,AF293346,Q9HGT2,Q9HGT2_CANAX,,,,,Yeast,DB05058
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,"",AJ251368,Q9NY47,CA2D2_HUMAN,,"",CACNA2D2,HGNC:1400,Human,DB00270; DB00996; DB01023; DB01054; DB01118; DB01244; DB04922
P09958,Furin,FURIN,,X17094,P09958,FURIN_HUMAN,,,FURIN,HGNC:8568,Human,DB03600; DB04951
O43525,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,,,KCNQ3,HGNC:6297,Human,DB00321; DB00586; DB00939; DB04953; DB06089
P56696,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,,AF105202,P56696,KCNQ4_HUMAN,,,KCNQ4,HGNC:6298,Human,DB04953; DB06089
Q9NR82,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,,AF249278,Q9NR82,KCNQ5_HUMAN,,,KCNQ5,HGNC:6299,Human,DB04953; DB06089
P41231,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,,,P2RY2,HGNC:8541,Human,DB04786; DB04983; DB05390
P08865,40S ribosomal protein SA,RPSA,,J03799,P08865,RSSA_HUMAN,,,RPSA,HGNC:6502,Human,DB04985
O39930,RNA-dependent RNA-polymerase,NS5b,,Z97730,O39930,O39930_9HEPC,,,,,Hepatitis C virus,DB05060; DB07199; DB07200
O14672,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,,AF009615,O14672,ADA10_HUMAN,,,ADAM10,HGNC:188,Human,DB04991
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,Y10055,O00329,PK3CD_HUMAN,,,PIK3CD,HGNC:8977,Human,DB00201; DB05241; DB06831
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB,,S67334,P42338,PK3CB_HUMAN,,,PIK3CB,HGNC:8976,Human,DB00201; DB05241
O60674,Tyrosine-protein kinase JAK2,JAK2,,AF058925,O60674,JAK2_HUMAN,,,JAK2,HGNC:6192,Human,DB04716; DB05243; DB07161; DB07162; DB08067; DB08183; DB08877; DB08895
Q13093,Platelet-activating factor acetylhydrolase,PLA2G7,,U20157,Q13093,PAFA_HUMAN,,,PLA2G7,HGNC:9040,Human,DB05256; DB07821
Q5T601,Probable G-protein coupled receptor 110,GPR110,,AB045123,Q5T601,GP110_HUMAN,,,GPR110,HGNC:18990,Human,DB05255
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,,X12949,P07949,RET_HUMAN,,,RET,HGNC:9967,Human,DB00398; DB01809; DB05216; DB08764; DB08875; DB08896; DB08901
Q06609,DNA repair protein RAD51 homolog 1,RAD51,,D13804,Q06609,RAD51_HUMAN,,,RAD51,HGNC:9817,Human,DB04395; DB05216
P43490,Nicotinamide phosphoribosyltransferase,NAMPT,,U02020,P43490,NAMPT_HUMAN,,,NAMPT,HGNC:30092,Human,DB05217; DB07656
P27695,DNA-(apurinic or apyrimidinic site) lyase,APEX1,,X66133,P27695,APEX1_HUMAN,,,APEX1,HGNC:587,Human,DB04967
P04229,"HLA class II histocompatibility antigen, DRB1-1 beta chain",HLA-DRB1,,M11161,P04229,2B11_HUMAN,,,HLA-DRB1,HGNC:4948,Human,DB05259
Q05655,Protein kinase C delta type,PRKCD,,L07860,Q05655,KPCD_HUMAN,,,PRKCD,HGNC:9399,Human,DB04376; DB05013
P50391,Neuropeptide Y receptor type 4,PPYR1,,U35232,P50391,NPY4R_HUMAN,,,PPYR1,HGNC:9329,Human,DB05004; DB05045
P49146,Neuropeptide Y receptor type 2,NPY2R,,U36269,P49146,NPY2R_HUMAN,,,NPY2R,HGNC:7957,Human,DB00847; DB05004; DB05045
P24394,Interleukin-4 receptor subunit alpha,IL4R,,X52425,P24394,IL4RA_HUMAN,,,IL4R,HGNC:6015,Human,DB05078
Q14627,Interleukin-13 receptor subunit alpha-2,IL13RA2,,X95302,Q14627,I13R2_HUMAN,,,IL13RA2,HGNC:5975,Human,DB05078
P06280,Alpha-galactosidase A,GLA,,X05790,P06280,AGAL_HUMAN,,,GLA,HGNC:4296,Human,DB05018
Q8NFA2,NADPH oxidase organizer 1,NOXO1,25573148,AF539796,Q8NFA2,NOXO1_HUMAN,,NOXO1,,GNC:19404,Human,DB05265
O11885,DNA polymerase,"",,U95551,O11885,O11885_HBV,,,,,HBV,DB05020
Q02880,DNA topoisomerase 2-beta,TOP2B,,X68060,Q02880,TOP2B_HUMAN,,,TOP2B,HGNC:11990,Human,DB00380; DB00694; DB00773; DB04395; DB05022; DB05488; DB06042; DB08651
P17342,Atrial natriuretic peptide receptor 3,NPR3,,X52282,P17342,ANPRC_HUMAN,,,NPR3,HGNC:7945,Human,DB04899
Q69600,HBsAg,S gene,,X75668,Q69600,Q69600_HBV,,,,,HBV,DB05276
P09467,"Fructose-1,6-bisphosphatase 1",FBP1,,L10320,P09467,F16P1_HUMAN,,,FBP1,HGNC:3606,Human,DB00131; DB02778; DB02848; DB04175; DB04493; DB05053; DB07270; DB07312; DB07321; DB08484
Q9H228,Sphingosine 1-phosphate receptor 5,S1PR5,,AF331840,Q9H228,S1PR5_HUMAN,,,EDG8,HGNC:14299,Human,DB08868
P05177,Cytochrome P450 1A2,CYP1A2,,Z00036,P05177,CP1A2_HUMAN,,,CYP1A2,HGNC:2596,Human,DB05291; DB07453
Q16206,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,,AF207881,Q16206,ENOX2_HUMAN,,,ENOX2,HGNC:2259,Human,DB04915
P50135,Histamine N-methyltransferase,HNMT,,D16224,P50135,HNMT_HUMAN,,,HNMT,HGNC:5028,Human,DB00613; DB01752; DB04655; DB07106
Q16790,Carbonic anhydrase 9,CA9,,X66839,Q16790,CAH9_HUMAN,,,CA9,HGNC:1383,Human,DB00562; DB00774; DB00909; DB00999; DB05304; DB08846
P35225,Interleukin-13,IL13,,X69079,P35225,IL13_HUMAN,,,IL13,HGNC:5973,Human,DB05305
Q8WXI7,Mucin-16,MUC16,,AF414442,Q8WXI7,MUC16_HUMAN,,,MUC16,HGNC:15582,Human,DB04964
P03952,Plasma kallikrein,KLKB1,,M13143,P03952,KLKB1_HUMAN,,,KLKB1,HGNC:6371,Human,DB05311
Q15842,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,,D50312,Q15842,IRK8_HUMAN,,,KCNJ8,HGNC:6269,Human,DB00914; DB00922; DB01154; DB01251; DB01289
O00206,Toll-like receptor 4,TLR4,,U93091,O00206,TLR4_HUMAN,,,TLR4,HGNC:11850,Human,DB01183; DB02767; DB04933; DB05475; DB08231
P32320,Cytidine deaminase,CDA,,L27943,P32320,CDD_HUMAN,,,CDA,HGNC:1712,Human,DB03185; DB05314
P37268,Squalene synthase,FDFT1,,L06070,P37268,FDFT_HUMAN,,,FDFT1,HGNC:3629,Human,DB05317
Q81ZY9,Putative serine/threonine protein kinase,pkn3,,BA000030,Q81ZY9,Q81ZY9_STRAW,,,,,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NCIMB 12804 / NRRL 8165 / MA-4680),DB05318
P16422,Epithelial cell adhesion molecule,EPCAM,,M32325,P16422,EPCAM_HUMAN,,,TACSTD1,HGNC:11529,Human,DB05319; DB05831
Q01726,Melanocyte-stimulating hormone receptor,MC1R,,X65634,Q01726,MSHR_HUMAN,,,MC1R,HGNC:6929,Human,DB04931; DB05479
O14746,Telomerase reverse transcriptase,TERT,,AF015950,O14746,TERT_HUMAN,,,TERT,HGNC:11730,Human,DB00495; DB04937; DB05036
P31350,Ribonucleoside-diphosphate reductase subunit M2,RRM2,,X59618,P31350,RIR2_HUMAN,,,RRM2,HGNC:10452,Human,DB00242; DB05003; DB05260; DB05428; DB05801
P25929,Neuropeptide Y receptor type 1,NPY1R,,M88461,P25929,NPY1R_HUMAN,,,NPY1R,HGNC:7956,Human,DB05004
Q15761,Neuropeptide Y receptor type 5,NPY5R,,U56079,Q15761,NPY5R_HUMAN,,,NPY5R,HGNC:7958,Human,DB05004
P54760,Ephrin type-B receptor 4,EPHB4,,U07695,P54760,EPHB4_HUMAN,,,EPHB4,HGNC:3395,Human,DB05007; DB07249; DB07250; DB07251; DB07252; DB07253; DB07254; DB07255; DB07256
P48060,Glioma pathogenesis-related protein 1,GLIPR1,,U16307,P48060,GLIP1_HUMAN,,,GLIPR1,HGNC:17001,Human,DB05337
Q16831,Uridine phosphorylase 1,UPP1,,X90858,Q16831,UPP1_HUMAN,,,UPP1,HGNC:12576,Human,DB05041; DB07437
O95045,Uridine phosphorylase 2,UPP2,,AY225131,O95045,UPP2_HUMAN,,,UPP2,HGNC:23061,Human,DB05041
P05155,Plasma protease C1 inhibitor,SERPING1,,X54486,P05155,IC1_HUMAN,,,SERPING1,HGNC:1228,Human,DB05341
P08729,"Keratin, type II cytoskeletal 7",KRT7,,AJ238246,P08729,K2C7_HUMAN,,,KRT7,HGNC:6445,Human,DB01087; DB04959
Q5T4S7,E3 ubiquitin-protein ligase UBR4,UBR4,,AF348492,Q5T4S7,UBR4_HUMAN,,,ZUBR1,HGNC:30313,Human,DB04959; DB05483
Q96EB6,NAD-dependent protein deacetylase sirtuin-1,SIRT1,,AF083106,Q96EB6,SIR1_HUMAN,,,SIRT1,HGNC:14929,Human,DB05073
P51686,C-C chemokine receptor type 9,CCR9,,AJ132337,P51686,CCR9_HUMAN,,,CCR9,HGNC:1610,Human,DB05005
P61177,50S ribosomal protein L22,rplV,,AE005174,P61177,RL22_ECO57,,,,,Escherichia coli O157:H7,DB00199; DB00207; DB01369
P60725,50S ribosomal protein L4,rplD,,AE005174,P60725,RL4_ECO57,,,,,Escherichia coli O157:H7,DB00199; DB00207
Q779J8,DNA polymerase,ORF1,,AJ279828,Q779J8,DPOL_SFAVA,,,,,SfAV-1a,DB05347
P07237,Protein disulfide-isomerase,P4HB,,X05130,P07237,PDIA1_HUMAN,,,P4HB,HGNC:8548,Human,DB03615
P21796,Voltage-dependent anion-selective channel protein 1,VDAC1,,L06132,P21796,VDAC1_HUMAN,,,VDAC1,HGNC:12669,Human,DB01375
P45880,Voltage-dependent anion-selective channel protein 2,VDAC2,,L08666,P45880,VDAC2_HUMAN,,,VDAC2,HGNC:12672,Human,DB01375; DB06098
Q9Y277,Voltage-dependent anion-selective channel protein 3,VDAC3,,U90943,Q9Y277,VDAC3_HUMAN,,,VDAC3,HGNC:12674,Human,DB01375; DB06098
P10147,C-C motif chemokine 3,CCL3,,D00044,P10147,CCL3_HUMAN,,,CCL3,HGNC:10627,Human,DB05364
P83791,Cytochrome b6,petB,,,P83791,CYB6_MASLA,,,,,Mastigocladus laminosus,DB04646; DB08453
P83792,Cytochrome b6-f complex subunit 4,petD,,AY390357,P83792,PETD_MASLA,,,,,Mastigocladus laminosus,DB04646; DB08453
P83794,Cytochrome b6-f complex iron-sulfur subunit,petC,,AY390356,P83794,UCRI_MASLA,,,,,Mastigocladus laminosus,DB04646; DB08453
P0AEB3,D-alanyl-D-alanine carboxypeptidase DacA,dacA,,AE014075,P0AEB3,DACA_ECOL6,,,,,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),DB01147; DB04647
Q14081,Carcinoembryonic antigen,"",,Z21818,Q14081,Q14081_HUMAN,,,,,Human,DB05097
Q86US8,Telomerase-binding protein EST1A,SMG6,,AY145883,Q86US8,EST1A_HUMAN,,,SMG6,HGNC:17809,Human,DB05036
Q96KG9,N-terminal kinase-like protein,SCYL1,,AB051427,Q96KG9,NTKL_HUMAN,,,SCYL1,HGNC:14372,Human,DB05036
Q15185,Prostaglandin E synthase 3,PTGES3,,L24804,Q15185,TEBP_HUMAN,,,PTGES3,HGNC:16049,Human,DB05036
P04141,Granulocyte-macrophage colony-stimulating factor,CSF2,,M13207,P04141,CSF2_HUMAN,,,CSF2,HGNC:2434,Human,DB05194
Q16498,GM-CSF receptor alpha subunit,CSF2RA,,S48539,Q16498,Q16498_HUMAN,,,CSF2RA,HGNC:2435,Human,DB05194; DB05386
Q9WYE2,"Alpha-L-fucosidase, putative",TM_0306,,AE000512,Q9WYE2,Q9WYE2_THEMA,,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB03283; DB03801
P22301,Interleukin-10,IL10,,M57627,P22301,IL10_HUMAN,,,IL10,HGNC:5962,Human,DB05066; DB05744; DB05771
P20783,Neurotrophin-3,NTF3,,X53655,P20783,NTF3_HUMAN,,,NTF3,HGNC:8023,Human,DB05066
P39905,Glial cell line-derived neurotrophic factor,GDNF,,L19063,P39905,GDNF_HUMAN,,,GDNF,HGNC:4232,Human,DB05066
P34130,Neurotrophin-4,NTF4,,M86528,P34130,NTF4_HUMAN,,,NTF5,HGNC:8024,Human,DB05066
Q27796,Hypoxanthine-guanine phosphoribosyltransferase,HGPRTase,"",L07486,Q27796,Q27796_TRYCR,,"","","",Trypanosoma cruzi,DB01632; DB01942; DB04198; DB04566
Q8VP84,Anthranilate phosphoribosyltransferase,trpD,"",AY064465,Q8VP84,Q8VP84_ERWCA,,"","","",Erwinia carotovora,DB01632
Q79G13,"Possible cellulase CelA1 (Endoglucanase) (Endo-1,4-beta-glucanase) (FI-cmcase) (Carboxymethyl cellulase)",celA1,"",BX842572,Q79G13,Q79G13_MYCTU,,"","","",Mycobacterium tuberculosis,DB01642; DB02379; DB02467; DB03584; DB04545
O52806,PCZA361.16,"","",AJ223998,O52806,O52806_AMYOR,,"","","",Amycolatopsis orientalis,DB01643
P03007,DNA polymerase III subunit epsilon,dnaQ,"",X04027,P03007,DPO3E_ECOLI,,"","","",Escherichia coli (strain K12),DB01643
Q9HU22,Glucose-1-phosphate thymidylyltransferase,rmlA,"",AE004091,Q9HU22,Q9HU22_PSEAE,,"","","",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB01643; DB02452; DB02843; DB03723; DB03751; DB04272; DB04485
Q44244,N-acylamino acid racemase,Aaar,"",D30738,Q44244,Q44244_9PSEU,,"","","",Amycolatopsis sp.,DB01646; DB02251; DB03299; DB04511
O68600,4-chlorobenzoyl CoA dehalogenase,fcbB,"",AF051771,O68600,O68600_9PROT,,"","","",Pseudomonas sp. DJ-12,DB01652
